Video Duration Intel/2101_001_IPOS_2021/Helper/Infosys Transition/Demo on Figma and QA environment - Infosys_GLS-20210125_110424-Meeting Recording.mp4 | 3455.74 seconds
Video Duration Intel/2101_002_IPA_Training/521963_3390_AnEncryptionPrimerForIntelArchitecture/06_Delivery/Spanish_(Spain)/html/video.mp4 | 977.84 seconds
Video Duration Intel/2101_002_IPA_Training/521964_3405_SecurityValueInIntelProductsAndSolutio/01_Source/L2-T_04_03-Value in Security and Intel Products_cc.mp4 | 1623.27 seconds
Video Duration Intel/2101_002_IPA_Training/521964_3405_SecurityValueInIntelProductsAndSolutio/06_Delivery/Chinese_(Simplified)/html/video.mp4 | 1623.36 seconds
Video Duration Intel/2101_002_IPA_Training/521964_3405_SecurityValueInIntelProductsAndSolutio/06_Delivery/English/html/video.mp4 | 1623.28 seconds
Video Duration Intel/2101_002_IPA_Training/521964_3405_SecurityValueInIntelProductsAndSolutio/06_Delivery/Japanese/html/video.mp4 | 1623.36 seconds
Video Duration Intel/2101_002_IPA_Training/521964_3405_SecurityValueInIntelProductsAndSolutio/06_Delivery/Korean/html/video.mp4 | 1623.36 seconds
Video Duration Intel/2101_002_IPA_Training/521964_3405_SecurityValueInIntelProductsAndSolutio/06_Delivery/Russian/html/video.mp4 | 1623.36 seconds
Video Duration Intel/2101_002_IPA_Training/521964_3405_SecurityValueInIntelProductsAndSolutio/06_Delivery/Spanish_(Spain)/html/video.mp4 | 1623.36 seconds
Video Duration Intel/2101_002_IPA_Training/521965_3406_IntelProductAssuranceAndSecurityIpas/01_Source/L2-T_04_04_Intel Product Assurance and Security IPAS_cc.mp4 | 1236.71 seconds
Video Duration Intel/2101_002_IPA_Training/521965_3406_IntelProductAssuranceAndSecurityIpas/06_Delivery/Chinese_(Simplified)/html/video.mp4 | 1236.69 seconds
Video Duration Intel/2101_002_IPA_Training/521965_3406_IntelProductAssuranceAndSecurityIpas/06_Delivery/English/html/video.mp4 | 1236.69 seconds
Video Duration Intel/2101_002_IPA_Training/521965_3406_IntelProductAssuranceAndSecurityIpas/06_Delivery/Russian/html/video.mp4 | 1236.69 seconds
Video Duration Intel/2101_002_IPA_Training/521965_3406_IntelProductAssuranceAndSecurityIpas/06_Delivery/Russian/html/video2.mp4 | 1236.69 seconds
Video Duration Intel/2101_002_IPA_Training/521965_3406_IntelProductAssuranceAndSecurityIpas/06_Delivery/Spanish_(Spain)/html/video.mp4 | 1236.69 seconds
Video Duration Intel/2101_002_IPA_Training/521965_3406_IntelProductAssuranceAndSecurityIpas/06_Delivery/Spanish_(Spain)/html/video2.mp4 | 1236.69 seconds
Video Duration Intel/2101_002_IPA_Training/521965_3406_IntelProductAssuranceAndSecurityIpas/06_Delivery/Spanish_(Spain)/html/video3.mp4 | 1236.69 seconds
Video Duration Intel/2101_002_IPA_Training/523075_3408_IntelUniteSolutionLimitlessCustomizati/01_Source/IPA-NAR_IntelUnite_6-16.mp4 | 2748.24 seconds
Video Duration Intel/2101_002_IPA_Training/523075_3408_IntelUniteSolutionLimitlessCustomizati/06_Delivery/English/html/video.mp4 | 2735.04 seconds
Video Duration Intel/2101_002_IPA_Training/523077_3409_ExploreSolutionsAndBenefitsWithAsusSAi/01_Source/IPA-NAR_ASUS_6-22.mp4 | 2704.76 seconds
Video Duration Intel/2101_002_IPA_Training/523077_3409_ExploreSolutionsAndBenefitsWithAsusSAi/05_Delivery/English/html/video.mp4 | 2704.76 seconds
Video Duration Intel/2101_002_IPA_Training/527411_3438_OnPremiseStorageFundamentalsAvoidingDa/01_Source/On-Premise Storage Fundamentals - Avoiding Data Disasters.mp4 | 1539.03 seconds
Video Duration Intel/2101_002_IPA_Training/527411_3438_OnPremiseStorageFundamentalsAvoidingDa/06_Delivery/English/html/video.mp4 | 1539.01 seconds
Video Duration Intel/2101_002_IPA_Training/527412_3439_IntroductionToIntelFpgaProgrammableAcc/01_Source/Introduction to Intel® FPGA Programmable Acceleration Card N3000.mp4 | 566.29 seconds
Video Duration Intel/2101_002_IPA_Training/527412_3439_IntroductionToIntelFpgaProgrammableAcc/05_QA/ForQA/English/html/video.mp4 | 566.29 seconds
Video Duration Intel/2101_002_IPA_Training/527412_3439_IntroductionToIntelFpgaProgrammableAcc/06_Delivery/English/html/video.mp4 | 566.29 seconds
Video Duration Intel/2101_002_IPA_Training/527548_3458_RevolutionizingVisionAndEdgeAiApplicat/01_Source/IPA-IoTG_CPU_6-30.mp4 | 1931.96 seconds
Video Duration Intel/2101_002_IPA_Training/527548_3458_RevolutionizingVisionAndEdgeAiApplicat/05_Delivery/English/html/video.mp4 | 1931.96 seconds
Video Duration Intel/2101_002_IPA_Training/527599_3435_基于intelOpenvinoModelServer的推理部署及案例分享/01_Source/基于Intel OpenVINO Model Server的推理部署及案例分享 20210317 白玉兰 赵朝卿.mp4 | 2339.95 seconds
Video Duration Intel/2101_002_IPA_Training/527599_3435_基于intelOpenvinoModelServer的推理部署及案例分享/06_Delivery/Chinese_(Simplified)/html/video.mp4 | 2339.95 seconds
Video Duration Intel/2101_002_IPA_Training/527614_3440_BasicsOfProgrammableLogicHistoryOfDigi/01_Source/Basics of Prog Logic_ History Digital Logic Design.mp4 | 1269.25 seconds
Video Duration Intel/2101_002_IPA_Training/527614_3440_BasicsOfProgrammableLogicHistoryOfDigi/05_QA/ForQA/English/html/video.mp4 | 1269.25 seconds
Video Duration Intel/2101_002_IPA_Training/527614_3440_BasicsOfProgrammableLogicHistoryOfDigi/06_Delivery/English/html/video.mp4 | 1269.25 seconds
Video Duration Intel/2101_002_IPA_Training/527614_3440_BasicsOfProgrammableLogicHistoryOfDigi/06_Delivery/English/zzzhtml/video.mp4 | 1269.25 seconds
Video Duration Intel/2101_002_IPA_Training/527615_3441_BasicsOfProgrammableLogicFpgaArchitect/01_Source/Basics of Programmable Logic FPGA Architecture.mp4 | 2091.08 seconds
Video Duration Intel/2101_002_IPA_Training/527615_3441_BasicsOfProgrammableLogicFpgaArchitect/06_Delivery/English/html/video.mp4 | 2091.08 seconds
Video Duration Intel/2101_002_IPA_Training/527615_3441_BasicsOfProgrammableLogicFpgaArchitect/06_Delivery/English/zzzhtml/video.mp4 | 2091.08 seconds
Video Duration Intel/2101_002_IPA_Training/527618_3442_HowToBeginASimpleFpgaDesign/01_Source/How To Begin a Simple FPGA Design/Redmine Placeholder #3442/How to Begin a Simple FPGA Design .mp4 | 3086.85 seconds
Video Duration Intel/2101_002_IPA_Training/527618_3442_HowToBeginASimpleFpgaDesign/05_QA/ForQA/English/html/video.mp4 | 3086.88 seconds
Video Duration Intel/2101_002_IPA_Training/527618_3442_HowToBeginASimpleFpgaDesign/06_Delivery/English/html/video.mp4 | 3086.88 seconds
Video Duration Intel/2101_002_IPA_Training/529137_3470_OnPremiseStorageFundamentalsVideoSurve/01_Source/On-Premise Storage Fundamentals - QNAP Video Surveillance.mp4 | 881.17 seconds
Video Duration Intel/2101_002_IPA_Training/529137_3470_OnPremiseStorageFundamentalsVideoSurve/05_Delivery/English/html/video.mp4 | 881.19 seconds
Video Duration Intel/2101_002_IPA_Training/529250_3467_IotDigitalTransformationForManufacturi/01_Source/Intel MFG IPA Members 2021 06 11 (1).mp4 | 1435.62 seconds
Video Duration Intel/2101_002_IPA_Training/529250_3467_IotDigitalTransformationForManufacturi/05_Delivery/English/html/video.mp4 | 1435.6 seconds
Video Duration Intel/2101_002_IPA_Training/530083_3472_OnPremiseStorageFundamentalsBackupForM/01_Source/On-Premise Storage Fundamentals -M365 Backup .mp4 | 902.55 seconds
Video Duration Intel/2101_002_IPA_Training/530083_3472_OnPremiseStorageFundamentalsBackupForM/06_Delivery/English/html/video.mp4 | 902.53 seconds
Video Duration Intel/2101_002_IPA_Training/530182_3474_IntelExecutiveLeadershipUpdateForTheUS/01_Source/IPA-NAR_ExecUpdate_7-1.mp4 | 1540.8 seconds
Video Duration Intel/2101_002_IPA_Training/530182_3474_IntelExecutiveLeadershipUpdateForTheUS/05_Delivery/English/html/video.mp4 | 1540.8 seconds
Video Duration Intel/2101_002_IPA_Training/531395_3477_UnderstandingTheChangingLandscapeOfUSE/01_Source/IPA-NAR_07-21-21.mp4 | 3198.56 seconds
Video Duration Intel/2101_002_IPA_Training/531395_3477_UnderstandingTheChangingLandscapeOfUSE/05_Delivery/English/html/video.mp4 | 3198.56 seconds
Video Duration Intel/2101_002_IPA_Training/531397_3478_TheNextNormalInManagedServices/01_Source/IPA-NAR_NextNormal_9-1.mp4 | 3340.6 seconds
Video Duration Intel/2101_002_IPA_Training/531397_3478_TheNextNormalInManagedServices/06_Delivery/English/html/video.mp4 | 3340.6 seconds
Video Duration Intel/2101_002_IPA_Training/531859_3479_NewIntelXeonW3300ProcessorsForOutstand/01_Source/IPA-NAR_XeonW-3300_8-10.mp4 | 1630.48 seconds
Video Duration Intel/2101_002_IPA_Training/531859_3479_NewIntelXeonW3300ProcessorsForOutstand/05_Delivery/English/html/video.mp4 | 1445.87 seconds
Video Duration Intel/2101_002_IPA_Training/531861_3480_UltraProfitableHighDemandGenerationStr/01_Source/IPA-NAR_ProTechSalesStrategies_8-12.mp4 | 3045.44 seconds
Video Duration Intel/2101_002_IPA_Training/531861_3480_UltraProfitableHighDemandGenerationStr/05_Delivery/English/html/video.mp4 | 3045.44 seconds
Video Duration Intel/2101_002_IPA_Training/531867_3483_CriadoParaEmpresasPlataformaIntelVpro/01_Source/IPA-POR_07-22-21.mp4 | 3722.04 seconds
Video Duration Intel/2101_002_IPA_Training/531867_3483_CriadoParaEmpresasPlataformaIntelVpro/05_Delivery/Portuguese_(Brazil)/html/video.mp4 | 3614.02 seconds
Video Duration Intel/2101_002_IPA_Training/531871_3485_TecnologiasDeVisãoComputacionalComInte/01_Source/IPA-POR_Ponfac_8-19.mp4 | 3280.24 seconds
Video Duration Intel/2101_002_IPA_Training/531871_3485_TecnologiasDeVisãoComputacionalComInte/05_Delivery/Portuguese_(Brazil)/html/video.mp4 | 3280.26 seconds
Video Duration Intel/2101_002_IPA_Training/532696_3506_IntelAuthorizedDistributorNdaWebinarIn/01_Source/zoom_072021.mp4 | 1208.48 seconds
Video Duration Intel/2101_002_IPA_Training/532696_3506_IntelAuthorizedDistributorNdaWebinarIn/05_Delivery/English/html/video.mp4 | 1208.48 seconds
Video Duration Intel/2101_002_IPA_Training/533250_3490_WorkloadConsolidationStrategiesForDigi/01_Source/Workload Consolidation Strategies for Digital Transformation Acceleration - Chinese Slides.mp4 | 1959.45 seconds
Video Duration Intel/2101_002_IPA_Training/533250_3490_WorkloadConsolidationStrategiesForDigi/01_Source/Workload Consolidation Strategies for Digital Transformation Acceleration - vIPTS FINAL).mp4 | 1968.77 seconds
Video Duration Intel/2101_002_IPA_Training/533250_3490_WorkloadConsolidationStrategiesForDigi/05_Delivery/Chinese_(Simplified)/html/video.mp4 | 1959.45 seconds
Video Duration Intel/2101_002_IPA_Training/533250_3490_WorkloadConsolidationStrategiesForDigi/05_Delivery/English/html/video.mp4 | 1968.75 seconds
Video Duration Intel/2101_002_IPA_Training/533251_3491_UpdateOnCybersecurityDevelopmentPlatfo/01_Source/Update on Cybersecurity Development Platforms (CDPs) - Kevin Ayers - Chinese Slides.mp4 | 1480.41 seconds
Video Duration Intel/2101_002_IPA_Training/533251_3491_UpdateOnCybersecurityDevelopmentPlatfo/01_Source/Update on Cybersecurity Development Platforms - vIPTS V2.mp4 | 1500.65 seconds
Video Duration Intel/2101_002_IPA_Training/533251_3491_UpdateOnCybersecurityDevelopmentPlatfo/05_Delivery/Chinese_(Simplified)/html/video.mp4 | 1480.38 seconds
Video Duration Intel/2101_002_IPA_Training/533251_3491_UpdateOnCybersecurityDevelopmentPlatfo/05_Delivery/English/html/video.mp4 | 1500.63 seconds
Video Duration Intel/2101_002_IPA_Training/533258_3492_TheValueOfPartneringWithIntelIotg/01_Source/Value Of Partnering with Intel IOTG - Chinese Slides.mp4 | 1028.71 seconds
Video Duration Intel/2101_002_IPA_Training/533258_3492_TheValueOfPartneringWithIntelIotg/01_Source/Value Of Partnering with Intel IOTG FINAL).mp4 | 1725.16 seconds
Video Duration Intel/2101_002_IPA_Training/533258_3492_TheValueOfPartneringWithIntelIotg/05_Delivery/English/html/video.mp4 | 1725.14 seconds
Video Duration Intel/2101_002_IPA_Training/533750_3507_Covid–DrivenRealitiesInManufacturing/05_QA/ForQA/Chinese_(Simplified)/html/video.mp4 | 967.39 seconds
Video Duration Intel/2101_002_IPA_Training/533750_3507_Covid–DrivenRealitiesInManufacturing/05_QA/ForQA/Japanese/html/video.mp4 | 967.39 seconds
Video Duration Intel/2101_002_IPA_Training/533750_3507_Covid–DrivenRealitiesInManufacturing/06_Delivery/Chinese_(Simplified)/html/video.mp4 | 967.39 seconds
Video Duration Intel/2101_002_IPA_Training/533750_3507_Covid–DrivenRealitiesInManufacturing/06_Delivery/English/html/video.mp4 | 967.39 seconds
Video Duration Intel/2101_002_IPA_Training/533750_3507_Covid–DrivenRealitiesInManufacturing/06_Delivery/English/html2/video.mp4 | 967.39 seconds
Video Duration Intel/2101_002_IPA_Training/533750_3507_Covid–DrivenRealitiesInManufacturing/06_Delivery/Japanese/html/video.mp4 | 967.39 seconds
Video Duration Intel/2101_002_IPA_Training/533752_3493_TheAiInferenceJourney/01_Source/AI Inference Journey - Soren Knudsen - Chinese Slides.mp4 | 1839.89 seconds
Video Duration Intel/2101_002_IPA_Training/533752_3493_TheAiInferenceJourney/01_Source/AI Inference Journey - Soren Knudsen FINAL).mp4 | 1871.96 seconds
Video Duration Intel/2101_002_IPA_Training/533752_3493_TheAiInferenceJourney/05_Delivery/Chinese_(Simplified)/html/video.mp4 | 1839.89 seconds
Video Duration Intel/2101_002_IPA_Training/533752_3493_TheAiInferenceJourney/05_Delivery/English/html/video.mp4 | 1871.96 seconds
Video Duration Intel/2101_002_IPA_Training/533753_3494_PartneringWithIntelOnAiInferencing/01_Source/Partnering with Intel on AI Inferencing - Chinese Slides.mp4 | 599.91 seconds
Video Duration Intel/2101_002_IPA_Training/533753_3494_PartneringWithIntelOnAiInferencing/01_Source/Partnering with Intel on AI Inferencing FINAL).mp4 | 630.53 seconds
Video Duration Intel/2101_002_IPA_Training/533753_3494_PartneringWithIntelOnAiInferencing/05_Delivery/Chinese_(Simplified)/html/video.mp4 | 599.92 seconds
Video Duration Intel/2101_002_IPA_Training/533753_3494_PartneringWithIntelOnAiInferencing/05_Delivery/English/html/video.mp4 | 630.53 seconds
Video Duration Intel/2101_002_IPA_Training/533754_3495_KeynoteDesigningToDeliverBusinessTrans/01_Source/Designing to Deliver Business Transformation at the Edge - Keynote - Steen Graham - Chinese Slides.mp4 | 3520.96 seconds
Video Duration Intel/2101_002_IPA_Training/533754_3495_KeynoteDesigningToDeliverBusinessTrans/01_Source/Designing to Deliver Business Transformation at the Edge – Steen Graham FINAL 2021 05 17.mp4 | 3585.56 seconds
Video Duration Intel/2101_002_IPA_Training/533754_3495_KeynoteDesigningToDeliverBusinessTrans/05_Delivery/Chinese_(Simplified)/html/video.mp4 | 3520.96 seconds
Video Duration Intel/2101_002_IPA_Training/533754_3495_KeynoteDesigningToDeliverBusinessTrans/05_Delivery/English/html/video.mp4 | 3585.56 seconds
Video Duration Intel/2101_002_IPA_Training/533755_3496_IntelXeonProcessorUpdates/01_Source/Intel Xeon Processor Updates - Bhatia - Chinese Slides.mp4 | 2581.16 seconds
Video Duration Intel/2101_002_IPA_Training/533755_3496_IntelXeonProcessorUpdates/01_Source/Intel Xeon Processor Updates FINAL)).mp4 | 2636.69 seconds
Video Duration Intel/2101_002_IPA_Training/533755_3496_IntelXeonProcessorUpdates/05_Delivery/Chinese_(Simplified)/html/video.mp4 | 2581.16 seconds
Video Duration Intel/2101_002_IPA_Training/533755_3496_IntelXeonProcessorUpdates/05_Delivery/English/html/video.mp4 | 2636.69 seconds
Video Duration Intel/2101_002_IPA_Training/533756_3497_IntelFederatedLearningOpenflPrivacyPre/01_Source/Federated Learning with OpenFL - Privacy - Preserving AI Training and Inference - Tony Reina - Chinese Slides.mp4 | 1802.01 seconds
Video Duration Intel/2101_002_IPA_Training/533756_3497_IntelFederatedLearningOpenflPrivacyPre/01_Source/Federated Learning with OpenFL - Privacy - Preserving AI Training and Inference - Tony Reina V2.mp4 | 1821.61 seconds
Video Duration Intel/2101_002_IPA_Training/533756_3497_IntelFederatedLearningOpenflPrivacyPre/05_Delivery/Chinese_(Simplified)/html/video.mp4 | 1802.01 seconds
Video Duration Intel/2101_002_IPA_Training/533756_3497_IntelFederatedLearningOpenflPrivacyPre/05_Delivery/English/html/video.mp4 | 1821.61 seconds
Video Duration Intel/2101_002_IPA_Training/533757_3498_IntelCorePlatformUpdates/05_Delivery/Chinese_(Simplified)/html/video.mp4 | 3653.93 seconds
Video Duration Intel/2101_002_IPA_Training/533757_3498_IntelCorePlatformUpdates/05_Delivery/English/html/video.mp4 | 3654.81 seconds
Video Duration Intel/2101_002_IPA_Training/533758_3499_IntelSDesignInToolsAndTechnologiesAcce/05_Delivery/Chinese_(Simplified)/html/video.mp4 | 1347.29 seconds
Video Duration Intel/2101_002_IPA_Training/533758_3499_IntelSDesignInToolsAndTechnologiesAcce/05_Delivery/English/html/video.mp4 | 1408.49 seconds
Video Duration Intel/2101_002_IPA_Training/533759_3500_IntelIotgRoadmapOverview/05_Delivery/Chinese_(Simplified)/html/video.mp4 | 2199.28 seconds
Video Duration Intel/2101_002_IPA_Training/533759_3500_IntelIotgRoadmapOverview/05_Delivery/English/html/video.mp4 | 2228.72 seconds
Video Duration Intel/2101_002_IPA_Training/533760_3501_IntelAtomProcessorsEnablingThePartnerE/05_Delivery/Chinese_(Simplified)/html/video.mp4 | 2566.81 seconds
Video Duration Intel/2101_002_IPA_Training/533760_3501_IntelAtomProcessorsEnablingThePartnerE/05_Delivery/English/html/video.mp4 | 2566.96 seconds
Video Duration Intel/2101_002_IPA_Training/533761_3502_InnovationAtTheEdge/05_Delivery/Chinese_(Simplified)/html/video.mp4 | 1883.29 seconds
Video Duration Intel/2101_002_IPA_Training/533761_3502_InnovationAtTheEdge/05_Delivery/English/html/video.mp4 | 1883.33 seconds
Video Duration Intel/2101_002_IPA_Training/533762_3503_IndustrialAiWithIntel/05_Delivery/Chinese_(Simplified)/html/video.mp4 | 746.9 seconds
Video Duration Intel/2101_002_IPA_Training/533762_3503_IndustrialAiWithIntel/05_Delivery/English/html/video.mp4 | 764.35 seconds
Video Duration Intel/2101_002_IPA_Training/533763_3504_ConsolidateWorkloadsWithTheIntelEdgeSo/05_Delivery/Chinese_(Simplified)/html/video.mp4 | 2233.34 seconds
Video Duration Intel/2101_002_IPA_Training/533763_3504_ConsolidateWorkloadsWithTheIntelEdgeSo/05_Delivery/English/html/video.mp4 | 2287.79 seconds
Video Duration Intel/2101_002_IPA_Training/533764_3505_APracticalApproachToSoftwareDeveloperT/01_Source/Practical Approach to Software Developer Tools and Success Stories FINAL).mp4 | 1357.76 seconds
Video Duration Intel/2101_002_IPA_Training/533764_3505_APracticalApproachToSoftwareDeveloperT/01_Source/Practical approach to developer tools and success stories - Chinese Slides.mp4 | 1337.32 seconds
Video Duration Intel/2101_002_IPA_Training/533764_3505_APracticalApproachToSoftwareDeveloperT/02_Pre-Processing/Chinese (Simplified)/video.mp4 | 1337.28 seconds
Video Duration Intel/2101_002_IPA_Training/533764_3505_APracticalApproachToSoftwareDeveloperT/02_Pre-Processing/EN/video.mp4 | 1357.74 seconds
Video Duration Intel/2101_002_IPA_Training/533764_3505_APracticalApproachToSoftwareDeveloperT/05_Delivery/Chinese_(Simplified)/html/video.mp4 | 1337.3 seconds
Video Duration Intel/2101_002_IPA_Training/533764_3505_APracticalApproachToSoftwareDeveloperT/05_Delivery/English/html/video.mp4 | 1357.74 seconds
Video Duration Intel/2101_002_IPA_Training/533765_3509_IntroductionToOpenvinoToolkit/01_Source/L1-OpenVINO_Toolkit_noquiz/story_content/video_5WK3fVhE5kl_22_48_1920x1080.mp4 | 330.49 seconds
Video Duration Intel/2101_002_IPA_Training/533765_3509_IntroductionToOpenvinoToolkit/01_Source/L1-OpenVINO_Toolkit_noquiz/story_content/video_6LR2fqXzgwE_22_48_1920x1080.mp4 | 314.14 seconds
Video Duration Intel/2101_002_IPA_Training/533765_3509_IntroductionToOpenvinoToolkit/01_Source/L1-OpenVINO_Toolkit_noquiz/story_content/video_6Lk1xu8zLZl_22_48_1920x1080.mp4 | 251.82 seconds
Video Duration Intel/2101_002_IPA_Training/533765_3509_IntroductionToOpenvinoToolkit/01_Source/L1-OpenVINO_Toolkit_noquiz/story_content/video_6eijpY3RR1D_22_48_1920x1080.mp4 | 125.41 seconds
Video Duration Intel/2101_002_IPA_Training/533765_3509_IntroductionToOpenvinoToolkit/02_Pre-Processing/html/story_content/video_5WK3fVhE5kl_22_48_1920x1080.mp4 | 330.49 seconds
Video Duration Intel/2101_002_IPA_Training/533765_3509_IntroductionToOpenvinoToolkit/02_Pre-Processing/html/story_content/video_6LR2fqXzgwE_22_48_1920x1080.mp4 | 314.14 seconds
Video Duration Intel/2101_002_IPA_Training/533765_3509_IntroductionToOpenvinoToolkit/02_Pre-Processing/html/story_content/video_6Lk1xu8zLZl_22_48_1920x1080.mp4 | 251.82 seconds
